Region,Country,Location,Site,Source,Lat,Long,MAP,MAP_data_flag,Woody_cover,Clay,Sand,Soil_N,Total_P,N_min_potential,Fire_return,Fire_return_data_source_flag,Herbivore_biomass,Herbivore_biomass_data_flag,Grazer_biomass,Browser_and_mixed_feeder_biomass,Site_Description,Cover_method,Woody_cover_data_flag,Total_plot_size_or_Transect_length,Depth_of_soil_measurements,Dominant_woody_species
Southern Africa,Botswana,Kalahari Transect,KT13,"Ringrose, S - unpublished",-25.017,22.125,286,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),12,,,,,,>8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.81ha
Southern Africa,Botswana,Kalahari Transect,KT14,"Ringrose, S - unpublished",-24.75,22.067,306,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),14,,,,,,>8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.81ha
Southern Africa,Botswana,Kalahari Transect,KT15,"Ringrose, S - unpublished",-24.56666667,21.88333333,321,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),16,,,,,,>8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.81ha
Southern Africa,Botswana,Kalahari Transect,KT16,"Ringrose, S - unpublished",-24.36666667,21.86666667,322,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),14,,,,,,>8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.81ha
Southern Africa,Botswana,Kalahari Transect,KT17,"Ringrose, S - unpublished",-24.21666667,21.875,311,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),13,,,,,,>8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.81ha
Southern Africa,Botswana,Kalahari Transect,KT18,"Ringrose, S - unpublished",-24.05,21.86666667,331,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),17,,,,,,>8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.81ha
Southern Africa,Botswana,Kalahari Transect,KT19,"Ringrose, S - unpublished",-23.925,21.96666667,347,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),18,,,,,,>8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.81ha
Southern Africa,Botswana,Kalahari Transect,KT20,"Ringrose, S - unpublished",-23.86666667,22.28333333,354,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),14,,,,,,>8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.81ha
Southern Africa,Botswana,Kalahari Transect,KT21,"Ringrose, S - unpublished",-23.78333333,22.5,363,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),19,,,,,,>8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.81ha
Southern Africa,Botswana,Kalahari Transect,KT22,"Ringrose, S - unpublished",-23.7,22.71666667,348,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),20,,,,,,>8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.81ha
Southern Africa,Botswana,Kalahari Transect,KT23,"Ringrose, S - unpublished",-23.46666667,22.58333333,349,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),14,,,,,,>8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.81ha
Southern Africa,Botswana,Kalahari Transect,KT24,"Ringrose, S - unpublished",-23.23333333,22.41666667,344,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),17,,,,,,8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.81ha
Southern Africa,Botswana,Kalahari Transect,KT25,"Ringrose, S - unpublished",-23,22.25,351,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),12,,,,,,8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.81ha
Southern Africa,Botswana,Kalahari Transect,KT26,"Ringrose, S - unpublished",-22.71666667,22,364,Rainfall values represent amounts estimated from fitted climate grids of the continent (ANU CRES data set),13,,,,,,>8,Fire return vales in bold represent estimates derived from 5km resolution AVHRR burnt area maps of Africa (Barbosa et al. 1999),,,,,Pastoral area,summed canopy area,"For sites where woody cover was estimated by summing canopy areas of individual plants, estimates were corrected for canopy overaps where significant to convert total canopy cover measurements to projected canopy cover (%ground surface covered when crowns are projected vertically).",0.81ha
